Matrix Number,Matrix Rows,Matrix Cols,Matrix Nonzeros,Matrix Redundancy,Matrix Density,Eigen Constructor Time,CSF2 Constructor Time,CSF3 Constructor Time,Eigen InnerIterator Time,CSF2 InnerIterator Time,CSF3 InnerIterator Time,Eigen Scalar Multiplication Time,CSF2 Scalar Multiplication Time,CSF3 Scalar Multiplication Time,Eigen Vector Multiplication Time,CSF2 Vector Multiplication Time,CSF3 Vector Multiplication Time,Eigen Memory Usage,CSF2 Memory Usage,CSF3 Memory Usage,Eigen Transpose Time,CSF2 Transpose Time, CSF3 Transpose Time, Eigen Matrix Multiplication Time, CSF2 Matrix Multiplication Time, CSF3 Matrix Multiplication Time
1.000000, 1138.000000, 1138.000000, 2596.000000, 0.997134, 0.002005,0,0,0,0,0,0,0,0,0,0,0,0,15545084,5246664,1354451,0,0,0,0,0,0,
2.000000, 494.000000, 494.000000, 1080.000000, 0.993620, 0.004426,0,0,0,0,0,0,0,0,0,0,0,0,2930412,1004313,268748,0,0,0,0,0,0,
3.000000, 662.000000, 662.000000, 1568.000000, 0.994923, 0.003578,0,0,0,0,0,0,0,0,0,0,0,0,5261580,1792517,473255,0,0,0,0,0,0,
4.000000, 685.000000, 685.000000, 1967.000000, 0.994384, 0.004192,0,0,0,0,0,0,0,0,0,0,0,0,5633444,1922139,509097,0,0,0,0,0,0,
6.000000, 130.000000, 130.000000, 1282.000000, 0.949941, 0.075858,0,0,0,0,0,0,0,0,0,0,0,0,203324,80702,27464,0,0,0,0,0,0,
23.000000, 48.000000, 48.000000, 224.000000, 0.889323, 0.097222,0,0,0,0,0,0,0,0,0,0,0,0,27844,13323,5646,0,0,0,0,0,0,
24.000000, 66.000000, 66.000000, 2211.000000, 0.516758, 0.507576,0,0,0,0,0,0,0,0,0,0,0,0,52540,45869,26486,0,0,0,0,0,0,
25.000000, 112.000000, 112.000000, 376.000000, 0.961256, 0.029974,0,0,0,0,0,0,0,0,0,0,0,0,150980,58310,19220,0,0,0,0,0,0,
26.000000, 132.000000, 132.000000, 1890.000000, 0.894972, 0.108471,0,0,0,0,0,0,0,0,0,0,0,0,209620,95622,37860,0,0,0,0,0,0,
27.000000, 153.000000, 153.000000, 1288.000000, 0.946474, 0.055022,0,0,0,0,0,0,0,0,0,0,0,0,281524,112397,38411,0,0,0,0,0,0,
28.000000, 420.000000, 420.000000, 4140.000000, 0.975227, 0.023469,0,0,0,0,0,0,0,0,0,0,0,0,2118484,769154,230134,0,0,0,0,0,0,
29.000000, 420.000000, 420.000000, 4140.000000, 0.975227, 0.023469,0,0,0,0,0,0,0,0,0,0,0,0,2118484,769154,230134,0,0,0,0,0,0,
30.000000, 1074.000000, 1074.000000, 7017.000000, 0.994265, 0.006083,0,0,0,0,0,0,0,0,0,0,0,0,13846012,4717107,1246925,0,0,0,0,0,0,
31.000000, 1083.000000, 1083.000000, 9760.000000, 0.992612, 0.008321,0,0,0,0,0,0,0,0,0,0,0,0,14079004,4821553,1290545,0,0,0,0,0,0,
32.000000, 1086.000000, 1086.000000, 11578.000000, 0.989262, 0.009817,0,0,0,0,0,0,0,0,0,0,0,0,14157100,4899616,1341470,0,0,0,0,0,0,
33.000000, 1473.000000, 1473.000000, 17857.000000, 0.991274, 0.008230,0,0,0,0,0,0,0,0,0,0,0,0,26042644,8948650,2412414,0,0,0,0,0,0,
34.000000, 1473.000000, 1473.000000, 17857.000000, 0.991274, 0.008230,0,0,0,0,0,0,0,0,0,0,0,0,26042644,8948650,2412414,0,0,0,0,0,0,
35.000000, 2003.000000, 2003.000000, 42943.000000, 0.989427, 0.010704,0,0,0,0,0,0,0,0,0,0,0,0,48152124,16631542,4545751,0,0,0,0,0,0,
36.000000, 1806.000000, 1806.000000, 32630.000000, 0.989570, 0.010004,0,0,0,0,0,0,0,0,0,0,0,0,39146860,13517724,3687351,0,0,0,0,0,0,
37.000000, 3948.000000, 3948.000000, 60882.000000, 0.996089, 0.003906,0,0,0,0,0,0,0,0,0,0,0,0,187056244,63202449,16370127,0,0,0,0,0,0,
38.000000, 4884.000000, 4884.000000, 147631.000000, 0.993811, 0.006189,0,0,0,0,0,0,0,0,0,0,0,0,286261012,97411117,25690049,0,0,0,0,0,0,
39.000000, 10974.000000, 10974.000000, 219812.000000, 0.998089, 0.001825,0,0,0,0,0,0,0,0,0,0,0,0,1445188012,484882470,123342009,0,0,0,0,0,0,
40.000000, 11948.000000, 11948.000000, 80519.000000, 0.999364, 0.000564,0,0,0,0,0,0,0,0,0,0,0,0,1713104244,572390915,144012002,0,0,0,0,0,0,
41.000000, 817.000000, 817.000000, 3835.000000, 0.993034, 0.005745,0,0,0,0,0,0,0,0,0,0,0,0,8013140,2743502,732432,0,0,0,0,0,0,
42.000000, 485.000000, 485.000000, 1810.000000, 0.990273, 0.007695,0,0,0,0,0,0,0,0,0,0,0,0,2824644,978428,267667,0,0,0,0,0,0,
43.000000, 3600.000000, 3600.000000, 15100.000000, 0.998642, 0.001165,0,0,0,0,0,0,0,0,0,0,0,0,155534404,52126398,13220951,0,0,0,0,0,0,
44.000000, 138.000000, 138.000000, 417.000000, 0.971225, 0.021897,0,0,0,0,0,0,0,0,0,0,0,0,229084,85532,26756,0,0,0,0,0,0,
45.000000, 3134.000000, 3134.000000, 24156.000000, 0.997274, 0.002459,0,0,0,0,0,0,0,0,0,0,0,0,117876012,39686015,10185051,0,0,0,0,0,0,
46.000000, 3562.000000, 3562.000000, 81736.000000, 0.993280, 0.006442,0,0,0,0,0,0,0,0,0,0,0,0,152268380,51916824,13755358,0,0,0,0,0,0,
47.000000, 15439.000000, 15439.000000, 133840.000000, 0.999379, 0.000561,0,0,0,0,0,0,0,0,0,0,0,0,2860414412,955622270,240353377,0,0,0,0,0,0,
48.000000, 1922.000000, 1922.000000, 16129.000000, 0.995151, 0.004366,0,0,0,0,0,0,0,0,0,0,0,0,44336700,15039968,3933105,0,0,0,0,0,0,
49.000000, 1224.000000, 1224.000000, 28675.000000, 0.980043, 0.019140,0,0,0,0,0,0,0,0,0,0,0,0,17983012,6400999,1863074,0,0,0,0,0,0,
50.000000, 4410.000000, 4410.000000, 111717.000000, 0.994029, 0.005744,0,0,0,0,0,0,0,0,0,0,0,0,233394844,79372557,20893784,0,0,0,0,0,0,
56.000000, 48.000000, 48.000000, 48.000000, 0.968750, 0.020833,0,0,0,0,0,0,0,0,0,0,0,0,27844,10944,3816,0,0,0,0,0,0,
57.000000, 66.000000, 66.000000, 66.000000, 0.969697, 0.015152,0,0,0,0,0,0,0,0,0,0,0,0,52540,20220,6756,0,0,0,0,0,0,
58.000000, 112.000000, 112.000000, 112.000000, 0.985332, 0.008929,0,0,0,0,0,0,0,0,0,0,0,0,150980,54384,16200,0,0,0,0,0,0,
59.000000, 132.000000, 132.000000, 132.000000, 0.988636, 0.007576,0,0,0,0,0,0,0,0,0,0,0,0,209620,74406,21540,0,0,0,0,0,0,
60.000000, 153.000000, 153.000000, 153.000000, 0.986928, 0.006536,0,0,0,0,0,0,0,0,0,0,0,0,281524,100086,28941,0,0,0,0,0,0,
61.000000, 420.000000, 420.000000, 420.000000, 0.995238, 0.002381,0,0,0,0,0,0,0,0,0,0,0,0,2118484,723264,191872,0,0,0,0,0,0,
62.000000, 420.000000, 420.000000, 3836.000000, 0.977166, 0.021746,0,0,0,0,0,0,0,0,0,0,0,0,2118484,764708,226404,0,0,0,0,0,0,
63.000000, 1074.000000, 1074.000000, 1074.000000, 0.998138, 0.000931,0,0,0,0,0,0,0,0,0,0,0,0,13846012,4659036,1193800,0,0,0,0,0,0,
64.000000, 1083.000000, 1083.000000, 1083.000000, 0.998153, 0.000923,0,0,0,0,0,0,0,0,0,0,0,0,14079004,4737066,1213555,0,0,0,0,0,0,
65.000000, 1086.000000, 1086.000000, 11589.000000, 0.989253, 0.009826,0,0,0,0,0,0,0,0,0,0,0,0,14157100,4899759,1341602,0,0,0,0,0,0,
66.000000, 1473.000000, 1473.000000, 1473.000000, 0.998642, 0.000679,0,0,0,0,0,0,0,0,0,0,0,0,26042644,8740806,2225215,0,0,0,0,0,0,
67.000000, 1473.000000, 1473.000000, 10566.000000, 0.994621, 0.004870,0,0,0,0,0,0,0,0,0,0,0,0,26042644,8854218,2327490,0,0,0,0,0,0,
68.000000, 2003.000000, 2003.000000, 11973.000000, 0.997597, 0.002984,0,0,0,0,0,0,0,0,0,0,0,0,48152124,16205415,4156453,0,0,0,0,0,0,
69.000000, 817.000000, 817.000000, 817.000000, 0.997552, 0.001224,0,0,0,0,0,0,0,0,0,0,0,0,8013140,2704294,698047,0,0,0,0,0,0,
70.000000, 485.000000, 485.000000, 485.000000, 0.995876, 0.002062,0,0,0,0,0,0,0,0,0,0,0,0,2824644,961294,253167,0,0,0,0,0,0,
71.000000, 3600.000000, 3600.000000, 3600.000000, 0.999444, 0.000278,0,0,0,0,0,0,0,0,0,0,0,0,155534404,51991224,13096312,0,0,0,0,0,0,
72.000000, 138.000000, 138.000000, 138.000000, 0.985507, 0.007246,0,0,0,0,0,0,0,0,0,0,0,0,229084,81996,24036,0,0,0,0,0,0,
73.000000, 3134.000000, 3134.000000, 3134.000000, 0.999362, 0.000319,0,0,0,0,0,0,0,0,0,0,0,0,117876012,39419476,9940560,0,0,0,0,0,0,
74.000000, 3562.000000, 3562.000000, 3562.000000, 0.999439, 0.000281,0,0,0,0,0,0,0,0,0,0,0,0,152268380,50901004,12822712,0,0,0,0,0,0,
75.000000, 15439.000000, 15439.000000, 15439.000000, 0.999870, 0.000065,0,0,0,0,0,0,0,0,0,0,0,0,2860414412,954099346,238948915,0,0,0,0,0,0,
76.000000, 1922.000000, 1922.000000, 1922.000000, 0.998959, 0.000520,0,0,0,0,0,0,0,0,0,0,0,0,44336700,14857084,3766632,0,0,0,0,0,0,
77.000000, 1224.000000, 1224.000000, 28675.000000, 0.980043, 0.019140,0,0,0,0,0,0,0,0,0,0,0,0,17983012,6400999,1863074,0,0,0,0,0,0,
78.000000, 497.000000, 506.000000, 50409.000000, 0.899595, 0.200448,0,0,0,0,0,0,0,0,0,0,0,0,3019812,1342298,547602,0,0,0,0,0,0,
79.000000, 497.000000, 507.000000, 53403.000000, 0.890753, 0.211934,0,0,0,0,0,0,0,0,0,0,0,0,3025780,1373916,573389,0,0,0,0,0,0,
80.000000, 497.000000, 507.000000, 44551.000000, 0.894356, 0.176804,0,0,0,0,0,0,0,0,0,0,0,0,3025780,1362112,564064,0,0,0,0,0,0,
82.000000, 822.000000, 822.000000, 3276.000000, 0.994213, 0.004848,0,0,0,0,0,0,0,0,0,0,0,0,8111500,2766742,731712,0,0,0,0,0,0,
83.000000, 822.000000, 822.000000, 4661.000000, 0.992303, 0.006898,0,0,0,0,0,0,0,0,0,0,0,0,8111500,2783525,746452,0,0,0,0,0,0,
84.000000, 822.000000, 822.000000, 4726.000000, 0.992184, 0.006994,0,0,0,0,0,0,0,0,0,0,0,0,8111500,2784565,747328,0,0,0,0,0,0,
85.000000, 822.000000, 822.000000, 4790.000000, 0.992094, 0.007089,0,0,0,0,0,0,0,0,0,0,0,0,8111500,2785358,748053,0,0,0,0,0,0,
86.000000, 822.000000, 822.000000, 4841.000000, 0.991996, 0.007165,0,0,0,0,0,0,0,0,0,0,0,0,8111500,2786216,748824,0,0,0,0,0,0,
87.000000, 822.000000, 822.000000, 3802.000000, 0.993485, 0.005627,0,0,0,0,0,0,0,0,0,0,0,0,8111500,2773138,737346,0,0,0,0,0,0,
88.000000, 822.000000, 822.000000, 4028.000000, 0.993165, 0.005961,0,0,0,0,0,0,0,0,0,0,0,0,8111500,2775946,739868,0,0,0,0,0,0,
89.000000, 822.000000, 822.000000, 4172.000000, 0.992970, 0.006174,0,0,0,0,0,0,0,0,0,0,0,0,8111500,2777662,741396,0,0,0,0,0,0,
90.000000, 822.000000, 822.000000, 4534.000000, 0.992467, 0.006710,0,0,0,0,0,0,0,0,0,0,0,0,8111500,2782082,745216,0,0,0,0,0,0,
141.000000, 183.000000, 183.000000, 1069.000000, 0.965810, 0.031921,0,0,0,0,0,0,0,0,0,0,0,0,402604,151793,47891,0,0,0,0,0,0,
142.000000, 183.000000, 183.000000, 1069.000000, 0.964018, 0.031921,0,0,0,0,0,0,0,0,0,0,0,0,402604,152573,48491,0,0,0,0,0,0,
143.000000, 183.000000, 183.000000, 1069.000000, 0.964227, 0.031921,0,0,0,0,0,0,0,0,0,0,0,0,402604,152482,48421,0,0,0,0,0,0,
144.000000, 183.000000, 183.000000, 1069.000000, 0.965899, 0.031921,0,0,0,0,0,0,0,0,0,0,0,0,402604,151754,47861,0,0,0,0,0,0,
145.000000, 541.000000, 541.000000, 4285.000000, 0.983586, 0.014641,0,0,0,0,0,0,0,0,0,0,0,0,3514340,1241856,353908,0,0,0,0,0,0,
146.000000, 541.000000, 541.000000, 4285.000000, 0.983521, 0.014641,0,0,0,0,0,0,0,0,0,0,0,0,3514340,1242103,354135,0,0,0,0,0,0,
147.000000, 541.000000, 541.000000, 4285.000000, 0.983521, 0.014641,0,0,0,0,0,0,0,0,0,0,0,0,3514340,1242103,354135,0,0,0,0,0,0,
148.000000, 541.000000, 541.000000, 4285.000000, 0.983555, 0.014641,0,0,0,0,0,0,0,0,0,0,0,0,3514340,1241973,354031,0,0,0,0,0,0,
149.000000, 680.000000, 680.000000, 2646.000000, 0.994308, 0.005722,0,0,0,0,0,0,0,0,0,0,0,0,5551524,1894720,501279,0,0,0,0,0,0,
150.000000, 680.000000, 680.000000, 2646.000000, 0.993480, 0.005722,0,0,0,0,0,0,0,0,0,0,0,0,5551524,1899699,505440,0,0,0,0,0,0,
151.000000, 680.000000, 680.000000, 2646.000000, 0.993369, 0.005722,0,0,0,0,0,0,0,0,0,0,0,0,5551524,1900362,505931,0,0,0,0,0,0,
152.000000, 760.000000, 760.000000, 5976.000000, 0.988980, 0.010346,0,0,0,0,0,0,0,0,0,0,0,0,6934244,2405329,660103,0,0,0,0,0,0,
153.000000, 760.000000, 760.000000, 5976.000000, 0.988980, 0.010346,0,0,0,0,0,0,0,0,0,0,0,0,6934244,2405329,660103,0,0,0,0,0,0,
154.000000, 760.000000, 760.000000, 5976.000000, 0.988953, 0.010346,0,0,0,0,0,0,0,0,0,0,0,0,6934244,2405537,660381,0,0,0,0,0,0,
155.000000, 4929.000000, 10595.000000, 47369.000000, 0.998907, 0.000907,0,0,0,0,0,0,0,0,0,0,0,0,626715444,209802279,53050965,0,0,0,0,0,0,
156.000000, 4929.000000, 4929.000000, 33185.000000, 0.998440, 0.001366,0,0,0,0,0,0,0,0,0,0,0,0,291560212,97751843,24815525,0,0,0,0,0,0,
157.000000, 4929.000000, 4929.000000, 33111.000000, 0.998442, 0.001363,0,0,0,0,0,0,0,0,0,0,0,0,291560212,97751063,24814801,0,0,0,0,0,0,
159.000000, 900.000000, 900.000000, 4322.000000, 0.996668, 0.005336,0,0,0,0,0,0,0,0,0,0,0,0,9723604,3289511,855776,0,0,0,0,0,0,
160.000000, 1107.000000, 1107.000000, 5664.000000, 0.995320, 0.004622,0,0,0,0,0,0,0,0,0,0,0,0,14709820,4994087,1308433,0,0,0,0,0,0,
161.000000, 115.000000, 115.000000, 421.000000, 0.961739, 0.031834,0,0,0,0,0,0,0,0,0,0,0,0,159164,61342,20149,0,0,0,0,0,0,
162.000000, 185.000000, 185.000000, 1005.000000, 0.973557, 0.029364,0,0,0,0,0,0,0,0,0,0,0,0,411444,151649,46259,0,0,0,0,0,0,
163.000000, 216.000000, 216.000000, 876.000000, 0.989712, 0.018776,0,0,0,0,0,0,0,0,0,0,0,0,560740,196344,54936,0,0,0,0,0,0,
164.000000, 216.000000, 216.000000, 876.000000, 0.985532, 0.018776,0,0,0,0,0,0,0,0,0,0,0,0,560740,198879,56886,0,0,0,0,0,0,
165.000000, 343.000000, 343.000000, 1435.000000, 0.993676, 0.012197,0,0,0,0,0,0,0,0,0,0,0,0,1413164,485780,130860,0,0,0,0,0,0,
166.000000, 512.000000, 512.000000, 2192.000000, 0.995834, 0.008362,0,0,0,0,0,0,0,0,0,0,0,0,3147780,1070988,282255,0,0,0,0,0,0,
167.000000, 434.000000, 434.000000, 4710.000000, 0.979815, 0.025006,0,0,0,0,0,0,0,0,0,0,0,0,2262012,809818,236926,0,0,0,0,0,0,
169.000000, 1033.000000, 320.000000, 4732.000000, 0.992017, 0.014315,0,0,0,0,0,0,0,0,0,0,0,0,3968004,1361691,368899,0,0,0,0,0,0,
170.000000, 1850.000000, 712.000000, 8758.000000, 0.996267, 0.006649,0,0,0,0,0,0,0,0,0,0,0,0,15809252,5344137,1395065,0,0,0,0,0,0,
171.000000, 207.000000, 207.000000, 572.000000, 0.983524, 0.013349,0,0,0,0,0,0,0,0,0,0,0,0,515020,183910,53245,0,0,0,0,0,0,
172.000000, 59.000000, 59.000000, 312.000000, 0.910945, 0.089629,0,0,0,0,0,0,0,0,0,0,0,0,42012,18922,7549,0,0,0,0,0,0,
173.000000, 137.000000, 137.000000, 411.000000, 0.981778, 0.021898,0,0,0,0,0,0,0,0,0,0,0,0,225780,81738,24405,0,0,0,0,0,0,
174.000000, 425.000000, 425.000000, 1339.000000, 0.994065, 0.007413,0,0,0,0,0,0,0,0,0,0,0,0,2169204,743260,198903,0,0,0,0,0,0,
175.000000, 225.000000, 225.000000, 1308.000000, 0.972978, 0.025837,0,0,0,0,0,0,0,0,0,0,0,0,608404,223908,67929,0,0,0,0,0,0,
187.000000, 991.000000, 991.000000, 6027.000000, 0.996981, 0.006137,0,0,0,0,0,0,0,0,0,0,0,0,11788940,3982749,1033215,0,0,0,0,0,0,
188.000000, 131.000000, 131.000000, 536.000000, 0.962007, 0.031234,0,0,0,0,0,0,0,0,0,0,0,0,206460,79240,25801,0,0,0,0,0,0,
189.000000, 3937.000000, 3937.000000, 25407.000000, 0.998110, 0.001639,0,0,0,0,0,0,0,0,0,0,0,0,186015380,62443740,15902839,0,0,0,0,0,0,
190.000000, 511.000000, 511.000000, 2796.000000, 0.987393, 0.010708,0,0,0,0,0,0,0,0,0,0,0,0,3135500,1095480,304860,0,0,0,0,0,0,
191.000000, 3937.000000, 3937.000000, 25407.000000, 0.998110, 0.001639,0,0,0,0,0,0,0,0,0,0,0,0,186015380,62443740,15904118,0,0,0,0,0,0,
192.000000, 131.000000, 131.000000, 536.000000, 0.962007, 0.031234,0,0,0,0,0,0,0,0,0,0,0,0,206460,79240,25801,0,0,0,0,0,0,
193.000000, 511.000000, 511.000000, 2796.000000, 0.987393, 0.010708,0,0,0,0,0,0,0,0,0,0,0,0,3135500,1095480,305072,0,0,0,0,0,0,
206.000000, 147.000000, 147.000000, 1298.000000, 0.936554, 0.060068,0,0,0,0,0,0,0,0,0,0,0,0,259900,106635,37695,0,0,0,0,0,0,
207.000000, 147.000000, 147.000000, 1294.000000, 0.936462, 0.059882,0,0,0,0,0,0,0,0,0,0,0,0,259900,106661,37715,0,0,0,0,0,0,
208.000000, 1258.000000, 1258.000000, 7682.000000, 0.996140, 0.004854,0,0,0,0,0,0,0,0,0,0,0,0,18995804,6429825,1673755,0,0,0,0,0,0,
209.000000, 496.000000, 496.000000, 49920.000000, 0.899393, 0.202914,0,0,0,0,0,0,0,0,0,0,0,0,2954180,1313787,536008,0,0,0,0,0,0,
210.000000, 496.000000, 496.000000, 49920.000000, 0.899393, 0.202914,0,0,0,0,0,0,0,0,0,0,0,0,2954180,1313787,536008,0,0,0,0,0,0,
211.000000, 496.000000, 496.000000, 41063.000000, 0.903104, 0.166912,0,0,0,0,0,0,0,0,0,0,0,0,2954180,1301918,526623,0,0,0,0,0,0,
212.000000, 180.000000, 180.000000, 2659.000000, 0.912377, 0.082068,0,0,0,0,0,0,0,0,0,0,0,0,389524,169411,63694,0,0,0,0,0,0,
213.000000, 765.000000, 765.000000, 24382.000000, 0.957030, 0.041663,0,0,0,0,0,0,0,0,0,0,0,0,7025764,2680075,885931,0,0,0,0,0,0,
214.000000, 1374.000000, 1374.000000, 8606.000000, 0.996765, 0.004559,0,0,0,0,0,0,0,0,0,0,0,0,22660012,7652903,1981705,0,0,0,0,0,0,
215.000000, 261.000000, 261.000000, 1500.000000, 0.983529, 0.022020,0,0,0,0,0,0,0,0,0,0,0,0,818500,291270,83569,0,0,0,0,0,0,
216.000000, 666.000000, 666.000000, 4044.000000, 0.993408, 0.009117,0,0,0,0,0,0,0,0,0,0,0,0,5325340,1822916,487249,0,0,0,0,0,0,
217.000000, 237.000000, 237.000000, 627.000000, 0.984618, 0.011163,0,0,0,0,0,0,0,0,0,0,0,0,674980,239724,68625,0,0,0,0,0,0,
218.000000, 957.000000, 957.000000, 2547.000000, 0.996174, 0.002781,0,0,0,0,0,0,0,0,0,0,0,0,10994020,3724284,969965,0,0,0,0,0,0,
219.000000, 960.000000, 960.000000, 8402.000000, 0.990771, 0.009117,0,0,0,0,0,0,0,0,0,0,0,0,11063044,3812349,1034062,0,0,0,0,0,0,
220.000000, 100.000000, 100.000000, 347.000000, 0.957100, 0.034700,0,0,0,0,0,0,0,0,0,0,0,0,120404,47201,15914,0,0,0,0,0,0,
221.000000, 468.000000, 468.000000, 2820.000000, 0.985540, 0.012875,0,0,0,0,0,0,0,0,0,0,0,0,2630164,924779,260914,0,0,0,0,0,0,
222.000000, 675.000000, 675.000000, 1965.000000, 0.995136, 0.004313,0,0,0,0,0,0,0,0,0,0,0,0,5470204,1862132,490807,0,0,0,0,0,0,
223.000000, 729.000000, 729.000000, 2673.000000, 0.995288, 0.005030,0,0,0,0,0,0,0,0,0,0,0,0,6380212,2170004,571056,0,0,0,0,0,0,
224.000000, 2529.000000, 2529.000000, 90158.000000, 0.990881, 0.014096,0,0,0,0,0,0,0,0,0,0,0,0,76760212,26382025,7134001,0,0,0,0,0,0,
225.000000, 1030.000000, 1030.000000, 6858.000000, 0.993571, 0.006464,0,0,0,0,0,0,0,0,0,0,0,0,12734924,4348777,1155258,0,0,0,0,0,0,
226.000000, 886.000000, 886.000000, 5970.000000, 0.992534, 0.007605,0,0,0,0,0,0,0,0,0,0,0,0,9423500,3230377,865746,0,0,0,0,0,0,
227.000000, 2205.000000, 2205.000000, 14133.000000, 0.997015, 0.002907,0,0,0,0,0,0,0,0,0,0,0,0,58353124,19672086,5065960,0,0,0,0,0,0,
228.000000, 1919.000000, 1919.000000, 17159.000000, 0.994827, 0.004660,0,0,0,0,0,0,0,0,0,0,0,0,44198412,15008609,3936605,0,0,0,0,0,0,
229.000000, 362.000000, 362.000000, 3074.000000, 0.973810, 0.023458,0,0,0,0,0,0,0,0,0,0,0,0,1573980,574608,174104,0,0,0,0,0,0,
230.000000, 1919.000000, 1919.000000, 4831.000000, 0.998167, 0.001312,0,0,0,0,0,0,0,0,0,0,0,0,44198412,14848722,3790451,0,0,0,0,0,0,
231.000000, 362.000000, 362.000000, 880.000000, 0.990522, 0.006715,0,0,0,0,0,0,0,0,0,0,0,0,1573980,546138,150476,0,0,0,0,0,0,
232.000000, 30.000000, 30.000000, 180.000000, 0.766667, 0.200000,0,0,0,0,0,0,0,0,0,0,0,0,10924,6834,3504,0,0,0,0,0,0,
233.000000, 1224.000000, 1224.000000, 9613.000000, 0.993461, 0.006416,0,0,0,0,0,0,0,0,0,0,0,0,17983012,6139660,1630323,0,0,0,0,0,0,
234.000000, 532.000000, 532.000000, 3474.000000, 0.985846, 0.012275,0,0,0,0,0,0,0,0,0,0,0,0,3398420,1192710,335572,0,0,0,0,0,0,
235.000000, 3140.000000, 3140.000000, 543162.000000, 0.981230, 0.055090,0,0,0,0,0,0,0,0,0,0,0,0,118327764,41894535,12422101,0,0,0,0,0,0,
236.000000, 3140.000000, 3140.000000, 540022.000000, 0.944911, 0.054771,0,0,0,0,0,0,0,0,0,0,0,0,118327764,46549627,16309545,0,0,0,0,0,0,
237.000000, 3140.000000, 3140.000000, 543162.000000, 0.944594, 0.055090,0,0,0,0,0,0,0,0,0,0,0,0,118327764,46590330,16346614,0,0,0,0,0,0,
239.000000, 238.000000, 238.000000, 1128.000000, 0.977720, 0.019914,0,0,0,0,0,0,0,0,0,0,0,0,680684,246814,73096,0,0,0,0,0,0,
240.000000, 1000.000000, 1000.000000, 2375.000000, 0.996673, 0.002375,0,0,0,0,0,0,0,0,0,0,0,0,12004004,4059275,1052766,0,0,0,0,0,0,
241.000000, 3564.000000, 3564.000000, 12940.000000, 0.998922, 0.001019,0,0,0,0,0,0,0,0,0,0,0,0,152439412,51043519,12917677,0,0,0,0,0,0,
242.000000, 1000.000000, 1000.000000, 2375.000000, 0.996673, 0.002375,0,0,0,0,0,0,0,0,0,0,0,0,12004004,4059275,1052766,0,0,0,0,0,0,
243.000000, 1080.000000, 1080.000000, 23094.000000, 0.979291, 0.019799,0,0,0,0,0,0,0,0,0,0,0,0,14001124,4996919,1461637,0,0,0,0,0,0,
244.000000, 5005.000000, 5005.000000, 20033.000000, 0.999028, 0.000800,0,0,0,0,0,0,0,0,0,0,0,0,300620324,100596650,25411938,0,0,0,0,0,0,
245.000000, 1104.000000, 1104.000000, 3786.000000, 0.995988, 0.003106,0,0,0,0,0,0,0,0,0,0,0,0,14630212,4956522,1291122,0,0,0,0,0,0,
246.000000, 3312.000000, 3312.000000, 20793.000000, 0.997803, 0.001896,0,0,0,0,0,0,0,0,0,0,0,0,131645380,44243757,11302668,0,0,0,0,0,0,
247.000000, 663.000000, 663.000000, 1687.000000, 0.994815, 0.003838,0,0,0,0,0,0,0,0,0,0,0,0,5277484,1798535,474434,0,0,0,0,0,0,
248.000000, 663.000000, 663.000000, 1726.000000, 0.994743, 0.003927,0,0,0,0,0,0,0,0,0,0,0,0,5277484,1798951,474808,0,0,0,0,0,0,
249.000000, 663.000000, 663.000000, 1712.000000, 0.994770, 0.003895,0,0,0,0,0,0,0,0,0,0,0,0,5277484,1798795,474685,0,0,0,0,0,0,
